hs92,hs96,hs02,hs07,hs12,hs17,sitc1,sitc2,sitc3,sitc4,isic2,isic3
030410,030410,030410,030419,030459,030451,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030459,030456,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030459,030456,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030459,030457,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030459,030457,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030459,030459,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030459,030459,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030443,030443,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030443,030443,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030444,030444,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030444,030444,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030449,030439,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030449,030439,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030449,030447,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030449,030447,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030449,030448,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030449,030448,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030449,030449,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030449,030449,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030451,030451,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030451,030451,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030452,030452,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030452,030452,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030453,030453,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030453,030453,0311,0343,03451,03451,1301,1512
030420,030420,030420,030421,030484,030484,0311,0344,0344,0344,1301,1512
030420,030420,030420,030422,030485,030485,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030461,030461,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030462,030462,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030463,030463,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030469,030469,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030471,030471,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030472,030472,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030483,030483,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030486,030486,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030487,030487,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030489,030469,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030489,030488,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030489,030489,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030473,030473,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030474,030474,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030475,030475,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030479,030479,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030481,030481,0311,0344,0344,0344,1301,1512
030420,030420,030420,030429,030482,030482,0311,0344,0344,0344,1301,1512
030490,030490,030490,030491,030491,030491,0311,0342,03455,03455,1301,1512
030490,030490,030490,030492,030492,030492,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030493,030493,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030494,030494,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030495,030495,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030499,030493,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030499,030496,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030499,030497,0311,0342,03455,03455,1301,1512
030490,030490,030490,030499,030499,030499,0311,0342,03455,03455,1301,1512
030510,030510,030510,030510,030510,030510,0312,03501,0355,0355,1301,1512
030520,030520,030520,030520,030520,030520,0312,03502,0354,0354,1301,1512
030520,030520,030520,030520,030520,030520,0312,03503,0354,0354,1301,1512
030520,030520,030520,030520,030520,030520,0312,03504,0354,0354,1301,1512
030530,030530,030530,030530,030531,030531,0312,03503,03512,03512,1301,1512
030530,030530,030530,030530,030532,030532,0312,03503,03512,03512,1301,1512
030530,030530,030530,030530,030539,030531,0312,03503,03512,03512,1301,1512
030530,030530,030530,030530,030539,030539,0312,03503,03512,03512,1301,1512
030541,030541,030541,030541,030541,030541,0312,03504,0353,0353,1301,1512
030541,030541,030541,030541,030572,030572,0312,03504,0353,0353,1301,1512
030541,030541,030541,030541,030579,030579,0312,03504,0353,0353,1301,1512
030542,030542,030542,030542,030542,030542,0312,03504,0353,0353,1301,1512
030542,030542,030542,030542,030572,030572,0312,03504,0353,0353,1301,1512
030542,030542,030542,030542,030579,030579,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030543,030543,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030544,030544,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030549,030544,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030549,030549,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030571,030571,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030572,030572,0312,03504,0353,0353,1301,1512
030549,030549,030549,030549,030579,030579,0312,03504,0353,0353,1301,1512
030551,030551,030551,030551,030551,030551,0312,03502,03511,03511,1301,1512
030551,030551,030551,030551,030572,030572,0312,03502,03511,03511,1301,1512
030551,030551,030551,030551,030579,030579,0312,03502,03511,03511,1301,1512
030559,030559,030559,030559,030559,030552,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030559,030553,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030559,030554,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030559,030559,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030571,030571,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030572,030572,0312,03503,03513,03513,1301,1512
030559,030559,030559,030559,030579,030579,0312,03503,03513,03513,1301,1512
030561,030561,030561,030561,030561,030561,0312,03503,03529,03529,1301,1512
030561,030561,030561,030561,030572,030572,0312,03503,03529,03529,1301,1512
030561,030561,030561,030561,030579,030579,0312,03503,03529,03529,1301,1512
030562,030562,030562,030562,030562,030562,0312,03503,03521,03521,1301,1512
030562,030562,030562,030562,030572,030572,0312,03503,03521,03521,1301,1512
030562,030562,030562,030562,030579,030579,0312,03503,03521,03521,1301,1512
030563,030563,030563,030563,030563,030563,0312,03503,03522,03522,1301,1512
030563,030563,030563,030563,030572,030572,0312,03503,03522,03522,1301,1512
030563,030563,030563,030563,030579,030579,0312,03503,03522,03522,1301,1512
030569,030569,030569,030569,030564,030564,0312,03503,03529,03529,1301,1512
030569,030569,030569,030569,030569,030564,0312,03503,03529,03529,1301,1512
030569,030569,030569,030569,030569,030569,0312,03503,03529,03529,1301,1512
030569,030569,030569,030569,030571,030571,0312,03503,03529,03529,1301,1512
030569,030569,030569,030569,030572,030572,0312,03503,03529,03529,1301,1512
030569,030569,030569,030569,030579,030579,0312,03503,03529,03529,1301,1512
030611,030611,030611,030611,030611,030611,0313,0360,03619,03619,1301,1512
030612,030612,030612,030612,030612,030612,0313,0360,03619,03619,1301,1512
030613,030613,030613,030613,030616,030616,0313,0360,03611,03611,1301,1512
030613,030613,030613,030613,030617,030617,0313,0360,03611,03611,1301,1512
030614,030614,030614,030614,030614,030614,0313,0360,03619,03619,1301,1512
030619,030619,030619,030619,030615,030615,0313,0360,03619,03619,1301,1512
030619,030619,030619,030619,030619,030619,0313,0360,03619,03619,1301,1512
030621,030621,030621,030621,030621,030631,0313,0360,0362,0362,1301,0500
030621,030621,030621,030621,030621,030631,03202,0372,0362,0362,1301,0500
030621,030621,030621,030621,030621,030691,0313,0360,0362,0362,1301,0500
030621,030621,030621,030621,030621,030691,03202,0372,0362,0362,1301,0500
030622,030622,030622,030622,030622,030632,0313,0360,0362,0362,1301,0500
030622,030622,030622,030622,030622,030632,03202,0372,0362,0362,1301,0500
030622,030622,030622,030622,030622,030692,0313,0360,0362,0362,1301,0500
030622,030622,030622,030622,030622,030692,03202,0372,0362,0362,1301,0500
030623,030623,030623,030623,030626,030635,0313,0360,0362,0362,1301,0500
030623,030623,030623,030623,030626,030635,03202,0372,0362,0362,1301,0500
030623,030623,030623,030623,030626,030695,0313,0360,0362,0362,1301,0500
030623,030623,030623,030623,030626,030695,03202,0372,0362,0362,1301,0500
030623,030623,030623,030623,030627,030636,0313,0360,0362,0362,1301,0500
030623,030623,030623,030623,030627,030636,03202,0372,0362,0362,1301,0500
030623,030623,030623,030623,030627,030695,0313,0360,0362,0362,1301,0500
030623,030623,030623,030623,030627,030695,03202,0372,0362,0362,1301,0500
030624,030624,030624,030624,030624,030633,0313,0360,0362,0362,1301,0500
030624,030624,030624,030624,030624,030633,03202,0372,0362,0362,1301,0500
030624,030624,030624,030624,030624,030693,0313,0360,0362,0362,1301,0500
030624,030624,030624,030624,030624,030693,03202,0372,0362,0362,1301,0500
030629,030629,030629,030629,030625,030634,0313,0360,0362,0362,1301,0500
030629,030629,030629,030629,030625,030634,03202,0372,0362,0362,1301,0500
030629,030629,030629,030629,030625,030694,0313,0360,0362,0362,1301,0500
030629,030629,030629,030629,030625,030694,03202,0372,0362,0362,1301,0500
030629,030629,030629,030629,030629,030639,0313,0360,0362,0362,1301,0500
030629,030629,030629,030629,030629,030639,03202,0372,0362,0362,1301,0500
030629,030629,030629,030629,030629,030699,0313,0360,0362,0362,1301,0500
030629,030629,030629,030629,030629,030699,03202,0372,0362,0362,1301,0500
030710,030710,030710,030710,030711,030711,0313,0360,03631,03631,1301,0500
030710,030710,030710,030710,030719,030712,0313,0360,03631,03631,1301,0500
030710,030710,030710,030710,030719,030719,0313,0360,03631,03631,1301,0500
030721,030721,030721,030721,030721,030721,0019,0019,03635,03635,1301,0500
030721,030721,030721,030721,030721,030721,01189,01189,03635,03635,1301,0500
030721,030721,030721,030721,030721,030721,0313,0360,03635,03635,1301,0500
030721,030721,030721,030721,030721,030721,9410,9410,03635,03635,1301,0500
030729,030729,030729,030729,030729,030722,01189,01189,03639,03639,1301,1512
030729,030729,030729,030729,030729,030722,0129,0129,03639,03639,1301,1512
030729,030729,030729,030729,030729,030722,0313,0360,03639,03639,1301,1512
030729,030729,030729,030729,030729,030729,01189,01189,03639,03639,1301,1512
030729,030729,030729,030729,030729,030729,0129,0129,03639,03639,1301,1512
030729,030729,030729,030729,030729,030729,0313,0360,03639,03639,1301,1512
030731,030731,030731,030731,030731,030731,0019,0019,03635,03635,1301,0500
030731,030731,030731,030731,030731,030731,01189,01189,03635,03635,1301,0500
030731,030731,030731,030731,030731,030731,0313,0360,03635,03635,1301,0500
030731,030731,030731,030731,030731,030731,9410,9410,03635,03635,1301,0500
030739,030739,030739,030739,030739,030732,01189,01189,03639,03639,1301,1512
030739,030739,030739,030739,030739,030732,0129,0129,03639,03639,1301,1512
030739,030739,030739,030739,030739,030732,0313,0360,03639,03639,1301,1512
030739,030739,030739,030739,030739,030739,01189,01189,03639,03639,1301,1512
030739,030739,030739,030739,030739,030739,0129,0129,03639,03639,1301,1512
030739,030739,030739,030739,030739,030739,0313,0360,03639,03639,1301,1512
030741,030741,030741,030741,030741,030742,0313,0360,03633,03633,1301,0500
030749,030749,030749,030749,030749,030743,0313,0360,03637,03637,1301,1512
030749,030749,030749,030749,030749,030749,0313,0360,03637,03637,1301,1512
030751,030751,030751,030751,030751,030751,0313,0360,03633,03633,1301,0500
030759,030759,030759,030759,030759,030752,0313,0360,03637,03637,1301,1512
030759,030759,030759,030759,030759,030759,0313,0360,03637,03637,1301,1512
030760,030760,030760,030760,030760,030760,0311,0341,01293,01293,3111,0122
030791,030791,030791,030791,030771,030771,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030771,030771,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030771,030771,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030771,030771,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030781,030781,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030781,030781,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030781,030781,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030781,030781,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030791,030742,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030791,030742,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030791,030742,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030791,030742,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030791,030782,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030791,030782,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030791,030782,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030791,030782,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030791,030791,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030791,030791,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030791,030791,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030791,030791,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030811,030811,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030811,030811,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030811,030811,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030811,030811,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030821,030821,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030821,030821,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030821,030821,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030821,030821,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030830,030830,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030830,030830,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030830,030830,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030830,030830,9410,9410,03635,03635,1301,0500
030791,030791,030791,030791,030890,030890,0019,0019,03635,03635,1301,0500
030791,030791,030791,030791,030890,030890,01189,01189,03635,03635,1301,0500
030791,030791,030791,030791,030890,030890,0313,0360,03635,03635,1301,0500
030791,030791,030791,030791,030890,030890,9410,9410,03635,03635,1301,0500
030799,030799,030799,030799,030779,030772,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030779,030772,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030779,030772,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030779,030779,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030779,030779,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030779,030779,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030789,030783,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030789,030783,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030789,030783,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030789,030787,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030789,030787,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030789,030787,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030799,030743,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030799,030743,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030799,030743,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030799,030749,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030799,030749,0129,0129,03639,03639,1301,1512
030799,030799,030799,030799,030799,030749,0313,0360,03639,03639,1301,1512
030799,030799,030799,030799,030799,030784,01189,01189,03639,03639,1301,1512
030799,030799,030799,030799,030799,030784,0129,0129,03639,03639,1301,1512
