hs92,hs96,hs02,hs07,hs12,hs17,sitc1,sitc2,sitc3,sitc4,isic2,isic3
392091,392091,392091,300610,300610,300610,8930,8935,89399,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,89399,89399,54199,3522,2423
392091,392091,392091,300610,300610,300610,8930,89399,89399,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58212,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58222,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58242,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58259,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58269,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,58192,5851,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,58191,58521,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,58199,58529,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,5827,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,5829,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58353,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5837,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5839,58229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58212,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58222,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58232,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58242,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58199,58529,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,5841,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58422,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58432,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58492,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58192,5851,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,58191,58521,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58333,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58343,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58353,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58362,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5837,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5839,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58259,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58269,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,5827,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,5829,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58313,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58322,58291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5153,52492,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,59965,59819,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,59966,59819,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,59995,59897,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,5213,59899,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,59999,59899,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,89595,89595,59899,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,6551,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65521,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65522,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65523,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65529,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,84145,6553,65521,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,6551,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65521,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65522,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65523,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,6537,65529,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,84145,6553,65523,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58333,58223,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58343,58224,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58353,58224,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5839,58224,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58362,58225,54199,3522,2423
392091,392091,392091,300610,300610,300610,5811,58232,58226,54199,3522,2423
392091,392091,392091,300610,300610,300610,58131,58493,58227,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,5841,58228,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58422,58228,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58432,58228,54199,3522,2423
392091,392091,392091,300610,300610,300610,58132,58492,58228,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54173,54232,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54179,54291,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54179,54292,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54179,54293,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58313,58221,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5839,58221,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,58322,58222,54199,3522,2423
392091,392091,392091,300610,300610,300610,5812,5839,58222,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54221,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54222,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54223,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54224,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54229,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54173,54231,54199,3522,2423
392091,392091,392091,300610,300610,300610,54163,54165,54193,54199,3522,2423
392091,392091,392091,300610,300610,300610,54199,54199,54193,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54172,54199,54199,3522,2423
392091,392091,392091,300610,300610,300610,54199,54199,54199,54199,3522,2423
392091,392091,392091,300610,300610,300610,5213,59899,54199,54199,3522,2423
392091,392091,392091,300610,300610,300610,59999,59899,54199,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54171,54211,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54171,54212,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54171,54213,54199,3522,2423
392091,392091,392091,300610,300610,300610,5417,54171,54219,54199,3522,2423
392091,392091,392091,392091,392091,392091,5811,58212,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,58222,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,58242,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,58259,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,58269,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,58192,5851,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,58191,58521,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,58199,58529,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,5827,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5811,5829,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5812,58353,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5812,5837,58229,58229,3513,2520
392091,392091,392091,392091,392091,392091,5812,5839,58229,58229,3513,2520
392092,392092,392092,300610,300610,300610,54162,54162,54162,54199,3522,2423
392092,392092,392092,300610,300610,300610,58199,58529,54162,54199,3522,2423
392092,392092,392092,300610,300610,300610,54162,54162,54163,54199,3522,2423
392092,392092,392092,300610,300610,300610,54163,54164,54163,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54179,54163,54199,3522,2423
392092,392092,392092,300610,300610,300610,59956,59224,54163,54199,3522,2423
392092,392092,392092,300610,300610,300610,54162,54162,54164,54199,3522,2423
392092,392092,392092,300610,300610,300610,54163,54165,54164,54199,3522,2423
392092,392092,392092,300610,300610,300610,54191,54191,54191,54199,3522,2423
392092,392092,392092,300610,300610,300610,54199,54199,54192,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,8933,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,8930,8933,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,8935,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,8930,8935,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,89399,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,8930,89399,89399,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58212,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58222,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58242,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58259,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58269,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,58192,5851,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,58191,58521,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,58199,58529,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,5827,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,5829,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58353,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5837,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5839,58229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58212,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58222,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58232,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58242,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58199,58529,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,5841,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58422,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58432,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58492,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58192,5851,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,58191,58521,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58333,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58343,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58353,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58362,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5837,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5839,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58259,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58269,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,5827,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,5829,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58313,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58322,58291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5153,52492,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,59965,59819,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,59966,59819,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,59995,59897,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,5213,59899,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,59999,59899,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,89595,89595,59899,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,6551,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65521,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65522,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65523,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65529,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,84145,6553,65521,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,6551,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65521,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65522,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65523,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,6537,65529,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,84145,6553,65523,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58333,58223,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58343,58224,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58353,58224,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5839,58224,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58362,58225,54199,3522,2423
392092,392092,392092,300610,300610,300610,5811,58232,58226,54199,3522,2423
392092,392092,392092,300610,300610,300610,58131,58493,58227,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,5841,58228,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58422,58228,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58432,58228,54199,3522,2423
392092,392092,392092,300610,300610,300610,58132,58492,58228,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54173,54232,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54179,54291,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54179,54292,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54179,54293,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58313,58221,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5839,58221,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,58322,58222,54199,3522,2423
392092,392092,392092,300610,300610,300610,5812,5839,58222,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54221,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54222,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54223,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54224,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54229,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54173,54231,54199,3522,2423
392092,392092,392092,300610,300610,300610,54163,54165,54193,54199,3522,2423
392092,392092,392092,300610,300610,300610,54199,54199,54193,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54172,54199,54199,3522,2423
392092,392092,392092,300610,300610,300610,54199,54199,54199,54199,3522,2423
392092,392092,392092,300610,300610,300610,5213,59899,54199,54199,3522,2423
392092,392092,392092,300610,300610,300610,59999,59899,54199,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54171,54211,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54171,54212,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54171,54213,54199,3522,2423
392092,392092,392092,300610,300610,300610,5417,54171,54219,54199,3522,2423
392092,392092,392092,392092,392092,392092,5811,58212,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,58222,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,58242,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,58259,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,58269,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,58192,5851,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,58191,58521,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,58199,58529,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,5827,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5811,5829,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5812,58353,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5812,5837,58229,58229,3513,2520
392092,392092,392092,392092,392092,392092,5812,5839,58229,58229,3513,2520
392093,392093,392093,300610,300610,300610,54162,54162,54162,54199,3522,2423
392093,392093,392093,300610,300610,300610,58199,58529,54162,54199,3522,2423
392093,392093,392093,300610,300610,300610,54162,54162,54163,54199,3522,2423
392093,392093,392093,300610,300610,300610,54163,54164,54163,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54179,54163,54199,3522,2423
392093,392093,392093,300610,300610,300610,59956,59224,54163,54199,3522,2423
392093,392093,392093,300610,300610,300610,54162,54162,54164,54199,3522,2423
392093,392093,392093,300610,300610,300610,54163,54165,54164,54199,3522,2423
392093,392093,392093,300610,300610,300610,54191,54191,54191,54199,3522,2423
392093,392093,392093,300610,300610,300610,54199,54199,54192,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,8933,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,8930,8933,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,8935,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,8930,8935,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,89399,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,8930,89399,89399,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58212,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58222,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58242,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58259,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58269,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,58192,5851,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,58191,58521,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,58199,58529,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,5827,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,5829,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58353,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5837,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5839,58229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58212,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58222,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58232,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58242,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58199,58529,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,5841,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58422,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58432,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58492,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58192,5851,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,58191,58521,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58333,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58343,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58353,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58362,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5837,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5839,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58259,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58269,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,5827,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,5829,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58313,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58322,58291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5153,52492,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,59965,59819,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,59966,59819,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,59995,59897,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,5213,59899,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,59999,59899,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,89595,89595,59899,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,6551,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65521,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65522,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65523,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65529,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,84145,6553,65521,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,6551,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65521,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65522,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65523,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,6537,65529,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,84145,6553,65523,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58333,58223,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58343,58224,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58353,58224,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5839,58224,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58362,58225,54199,3522,2423
392093,392093,392093,300610,300610,300610,5811,58232,58226,54199,3522,2423
392093,392093,392093,300610,300610,300610,58131,58493,58227,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,5841,58228,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58422,58228,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58432,58228,54199,3522,2423
392093,392093,392093,300610,300610,300610,58132,58492,58228,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54173,54232,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54179,54291,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54179,54292,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54179,54293,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58313,58221,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5839,58221,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,58322,58222,54199,3522,2423
392093,392093,392093,300610,300610,300610,5812,5839,58222,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54221,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54222,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54223,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54224,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54229,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54173,54231,54199,3522,2423
392093,392093,392093,300610,300610,300610,54163,54165,54193,54199,3522,2423
392093,392093,392093,300610,300610,300610,54199,54199,54193,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54172,54199,54199,3522,2423
392093,392093,392093,300610,300610,300610,54199,54199,54199,54199,3522,2423
392093,392093,392093,300610,300610,300610,5213,59899,54199,54199,3522,2423
392093,392093,392093,300610,300610,300610,59999,59899,54199,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54171,54211,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54171,54212,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54171,54213,54199,3522,2423
392093,392093,392093,300610,300610,300610,5417,54171,54219,54199,3522,2423
392093,392093,392093,392093,392093,392093,5811,58212,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,58222,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,58242,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,58259,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,58269,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,58192,5851,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,58191,58521,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,58199,58529,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,5827,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5811,5829,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5812,58353,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5812,5837,58229,58229,3513,2520
392093,392093,392093,392093,392093,392093,5812,5839,58229,58229,3513,2520
392094,392094,392094,300610,300610,300610,54162,54162,54162,54199,3522,2423
392094,392094,392094,300610,300610,300610,58199,58529,54162,54199,3522,2423
392094,392094,392094,300610,300610,300610,54162,54162,54163,54199,3522,2423
392094,392094,392094,300610,300610,300610,54163,54164,54163,54199,3522,2423
392094,392094,392094,300610,300610,300610,5417,54179,54163,54199,3522,2423
392094,392094,392094,300610,300610,300610,59956,59224,54163,54199,3522,2423
392094,392094,392094,300610,300610,300610,54162,54162,54164,54199,3522,2423
392094,392094,392094,300610,300610,300610,54163,54165,54164,54199,3522,2423
392094,392094,392094,300610,300610,300610,54191,54191,54191,54199,3522,2423
392094,392094,392094,300610,300610,300610,54199,54199,54192,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,8933,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,8930,8933,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,8935,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,8930,8935,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,89399,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,8930,89399,89399,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58212,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58222,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58242,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58259,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58269,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,58192,5851,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,58191,58521,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,58199,58529,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,5827,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,5829,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,58353,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,5837,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,5839,58229,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58212,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58222,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58232,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5811,58242,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58199,58529,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58132,5841,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58132,58422,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58132,58432,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58132,58492,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58192,5851,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,58191,58521,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,58333,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,58343,58291,54199,3522,2423
392094,392094,392094,300610,300610,300610,5812,58353,58291,54199,3522,2423
